id_producto,sku,category,size,color,stock
2231,J0290-CD-M,CARDIGAN,M,Mustard,4.0
2232,J0290-CD-S,CARDIGAN,S,Mustard,6.0
2233,J0290-CD-XL,CARDIGAN,XL,Mustard,11.0
2234,J0290-CD-XXL,CARDIGAN,XXL,Mustard,3.0
2235,,CARDIGAN,XXXL,Mustard,0.0
2236,J0291-JS-L,JUMPSUIT,L,White,6.0
2237,J0291-JS-M,JUMPSUIT,M,White,2.0
2238,J0291-JS-S,JUMPSUIT,S,White,4.0
2239,J0291-JS-XL,JUMPSUIT,XL,White,3.0
2240,J0291-JS-XS,JUMPSUIT,XS,White,3.0
2241,J0291-JS-XXL,JUMPSUIT,XXL,White,11.0
2242,J0291-JS-XXXL,JUMPSUIT,XXXL,White,4.0
2243,J0292-TP-L,TOP,L,OFF WHITE,2.0
2244,J0292-TP-M,TOP,M,OFF WHITE,0.0
2245,J0292-TP-S,TOP,S,OFF WHITE,3.0
2246,J0292-TP-XL,TOP,XL,OFF WHITE,3.0
2247,J0292-TP-XS,TOP,XS,OFF WHITE,5.0
2248,J0292-TP-XXL,TOP,XXL,OFF WHITE,3.0
2249,J0292-TP-XXXL,TOP,XXXL,OFF WHITE,2.0
2250,J0293-DR-L,DRESS,L,White,3.0
2251,J0293-DR-M,DRESS,M,White,1.0
2252,J0293-DR-S,DRESS,S,White,4.0
2253,J0293-DR-XL,DRESS,XL,White,2.0
2254,J0293-DR-XS,DRESS,XS,White,4.0
2255,J0293-DR-XXL,DRESS,XXL,White,1.0
2256,J0293-DR-XXXL,DRESS,XXXL,White,2.0
2257,J0294-TP-L,TOP,L,OFF WHITE,2.0
2258,J0294-TP-M,TOP,M,OFF WHITE,2.0
2259,J0294-TP-S,TOP,S,OFF WHITE,2.0
2260,J0294-TP-XL,TOP,XL,OFF WHITE,4.0
2261,J0294-TP-XS,TOP,XS,OFF WHITE,6.0
2262,J0294-TP-XXL,TOP,XXL,OFF WHITE,2.0
2263,J0294-TP-XXXL,TOP,XXXL,OFF WHITE,5.0
2264,J0295-DR-L,DRESS,L,Black,2.0
2265,J0295-DR-M,DRESS,M,Black,7.0
2266,J0295-DR-S,DRESS,S,Black,3.0
2267,J0295-DR-XL,DRESS,XL,Black,3.0
2268,J0295-DR-XS,DRESS,XS,Black,5.0
2269,J0295-DR-XXL,DRESS,XXL,Black,4.0
2270,J0295-DR-XXXL,DRESS,XXXL,Black,4.0
2271,J0296-DR-L,DRESS,L,OFF WHITE,2.0
2272,J0296-DR-M,DRESS,M,OFF WHITE,2.0
2273,J0296-DR-S,DRESS,S,OFF WHITE,1.0
2274,J0296-DR-XL,DRESS,XL,OFF WHITE,1.0
2275,J0296-DR-XS,DRESS,XS,OFF WHITE,6.0
2276,J0296-DR-XXL,DRESS,XXL,OFF WHITE,2.0
2277,J0296-DR-XXXL,DRESS,XXXL,OFF WHITE,2.0
2278,J0297-TP-L,TOP,L,White,1.0
2279,J0297-TP-M,TOP,M,White,60.0
2280,J0297-TP-S,TOP,S,White,71.0
2281,J0297-TP-XL,TOP,XL,White,45.0
2282,J0297-TP-XS,TOP,XS,White,50.0
2283,J0297-TP-XXL,TOP,XXL,White,40.0
2284,J0297-TP-XXXL,TOP,XXXL,White,36.0
2285,J0298-DR-L,KURTA,L,Multicolor,2.0
2286,J0298-DR-M,KURTA,M,Multicolor,2.0
2287,J0298-DR-S,KURTA,S,Multicolor,2.0
2288,J0298-DR-XL,KURTA,XL,Multicolor,1.0
2289,J0298-DR-XS,KURTA,XS,Multicolor,1.0
2290,J0298-DR-XXL,KURTA,XXL,Multicolor,2.0
2291,J0298-DR-XXXL,KURTA,XXXL,Multicolor,2.0
2292,J0299-KR-L,KURTA,L,Cream,3.0
2293,J0299-KR-M,KURTA,M,Cream,6.0
2294,J0299-KR-S,KURTA,S,Cream,2.0
2295,J0299-KR-XL,KURTA,XL,Cream,2.0
2296,J0299-KR-XS,KURTA,XS,Cream,3.0
2297,J0299-KR-XXL,KURTA,XXL,Cream,4.0
2298,J0299-KR-XXXL,KURTA,XXXL,Cream,3.0
2299,J0300-TP-L,TOP,L,Cream,4.0
2300,J0300-TP-M,TOP,M,Cream,0.0
2301,J0300-TP-S,TOP,S,Cream,0.0
2302,J0300-TP-XL,TOP,XL,Cream,3.0
2303,J0300-TP-XS,TOP,XS,Cream,1.0
2304,J0300-TP-XXL,TOP,XXL,Cream,2.0
2305,J0300-TP-XXXL,TOP,XXXL,Cream,1.0
2306,J0301-TP-L,TOP,L,Red,155.0
2307,J0301-TP-M,TOP,M,Red,240.0
2308,J0301-TP-S,TOP,S,Red,145.0
2309,J0301-TP-XL,TOP,XL,Red,150.0
2310,J0301-TP-XS,TOP,XS,Red,95.0
2311,J0301-TP-XXL,TOP,XXL,Red,148.0
2312,J0301-TP-XXXL,TOP,XXXL,Red,180.0
2313,J0302-DR-L,DRESS,L,Grey,2.0
2314,J0302-DR-M,DRESS,M,Grey,2.0
2315,J0302-DR-S,DRESS,S,Grey,2.0
2316,J0302-DR-XL,DRESS,XL,Grey,2.0
2317,J0302-DR-XS,DRESS,XS,Grey,1.0
2318,J0302-DR-XXL,DRESS,XXL,Grey,3.0
2319,J0302-DR-XXXL,DRESS,XXXL,Grey,2.0
2320,J0303-KR-L,KURTA,L,Grey,0.0
2321,J0303-KR-M,KURTA,M,Grey,2.0
2322,J0303-KR-S,KURTA,S,Grey,0.0
2323,J0303-KR-XL,KURTA,XL,Grey,0.0
2324,J0303-KR-XS,KURTA,XS,Grey,2.0
2325,J0303-KR-XXL,KURTA,XXL,Grey,0.0
2326,J0303-KR-XXXL,KURTA,XXXL,Grey,0.0
2327,J0304-TP-L,TOP,L,Yellow,1.0
2328,J0304-TP-M,TOP,M,Yellow,0.0
2329,J0304-TP-S,TOP,S,Yellow,1.0
2330,J0304-TP-XL,TOP,XL,Yellow,2.0
2331,J0304-TP-XS,TOP,XS,Yellow,1.0
2332,J0304-TP-XXL,TOP,XXL,Yellow,4.0
2333,J0304-TP-XXXL,TOP,XXXL,Yellow,2.0
2334,J0305-DR-L,DRESS,L,Yellow,1.0
2335,J0305-DR-M,DRESS,M,Yellow,2.0
2336,J0305-DR-S,DRESS,S,Yellow,3.0
2337,J0305-DR-XL,DRESS,XL,Yellow,2.0
2338,J0305-DR-XS,DRESS,XS,Yellow,2.0
2339,J0305-DR-XXL,DRESS,XXL,Yellow,3.0
2340,J0305-DR-XXXL,DRESS,XXXL,Yellow,0.0
2341,J0306-DR-L,DRESS,L,Red,3.0
2342,J0306-DR-M,DRESS,M,Red,5.0
2343,J0306-DR-S,DRESS,S,Red,15.0
2344,J0306-DR-XL,DRESS,XL,Red,5.0
2345,J0306-DR-XS,DRESS,XS,Red,22.0
2346,J0306-DR-XXL,DRESS,XXL,Red,4.0
2347,J0306-DR-XXXL,DRESS,XXXL,Red,7.0
2348,J0307-TP-L,TOP,L,Multicolor,5.0
2349,J0307-TP-M,TOP,M,Multicolor,1.0
2350,J0307-TP-S,TOP,S,Multicolor,4.0
2351,J0307-TP-XL,TOP,XL,Multicolor,3.0
2352,J0307-TP-XS,TOP,XS,Multicolor,2.0
2353,J0307-TP-XXL,TOP,XXL,Multicolor,2.0
2354,J0307-TP-XXXL,TOP,XXXL,Multicolor,8.0
2355,J0308-DR-L,DRESS,L,Multicolor,2.0
2356,J0308-DR-M,DRESS,M,Multicolor,4.0
2357,J0308-DR-S,DRESS,S,Multicolor,3.0
2358,J0308-DR-XL,DRESS,XL,Multicolor,2.0
2359,J0308-DR-XS,DRESS,XS,Multicolor,35.0
2360,J0308-DR-XXL,DRESS,XXL,Multicolor,2.0
2361,J0308-DR-XXXL,DRESS,XXXL,Multicolor,2.0
2362,J0310-TP-L,TOP,L,Multicolor,2.0
2363,J0310-TP-M,TOP,M,Multicolor,4.0
2364,J0310-TP-S,TOP,S,Multicolor,14.0
2365,J0310-TP-XL,TOP,XL,Multicolor,3.0
2366,J0310-TP-XS,TOP,XS,Multicolor,21.0
2367,J0310-TP-XXL,TOP,XXL,Multicolor,4.0
2368,J0310-TP-XXXL,TOP,XXXL,Multicolor,3.0
2369,J0312-KR-L,KURTA,L,Multicolor,4.0
2370,J0312-KR-M,KURTA,M,Multicolor,2.0
2371,J0312-KR-S,KURTA,S,Multicolor,3.0
2372,J0312-KR-XL,KURTA,XL,Multicolor,2.0
2373,J0312-KR-XXL,KURTA,XXL,Multicolor,2.0
2374,J0312-KR-XXXL,KURTA,XXXL,Multicolor,2.0
2375,J0314-KR-L,KURTA,L,Multicolor,5.0
2376,J0314-KR-M,KURTA,M,Multicolor,3.0
2377,J0314-KR-S,KURTA,S,Multicolor,3.0
2378,J0314-KR-XL,KURTA,XL,Multicolor,4.0
2379,J0314-KR-XXL,KURTA,XXL,Multicolor,3.0
2380,J0315-KR-L,KURTA,L,Grey,2.0
2381,J0315-KR-M,KURTA,M,Grey,2.0
2382,J0315-KR-S,KURTA,S,Grey,1.0
2383,J0315-KR-XL,KURTA,XL,Grey,3.0
2384,J0315-KR-XXL,KURTA,XXL,Grey,6.0
2385,J0317-KR-L,KURTA,L,Red,2.0
2386,J0317-KR-M,KURTA,M,Red,2.0
2387,J0317-KR-S,KURTA,S,Red,3.0
2388,J0317-KR-XL,KURTA,XL,Red,6.0
2389,J0317-KR-XXL,KURTA,XXL,Red,3.0
2390,J0317-KR-XXXL,KURTA,XXXL,Red,1.0
2391,J0318-KR-L,KURTA,L,Black,1.0
2392,J0318-KR-M,KURTA,M,Black,0.0
2393,J0318-KR-S,KURTA,S,Black,1.0
2394,J0318-KR-XL,KURTA,XL,Black,1.0
2395,J0318-KR-XXL,KURTA,XXL,Black,2.0
2396,J0318-KR-XXXL,KURTA,XXXL,Black,1.0
2397,J0319-KR-L,KURTA,L,Yellow,3.0
2398,J0319-KR-M,KURTA,M,Yellow,2.0
2399,J0319-KR-S,KURTA,S,Yellow,2.0
2400,J0319-KR-XL,KURTA,XL,Yellow,2.0
2401,J0319-KR-XXL,KURTA,XXL,Yellow,3.0
2402,J0320-KR-L,KURTA,L,Black,4.0
2403,J0320-KR-M,KURTA,M,Black,2.0
2404,J0320-KR-S,KURTA,S,Black,2.0
2405,J0320-KR-XL,KURTA,XL,Black,1.0
2406,J0320-KR-XXL,KURTA,XXL,Black,2.0
2407,J0321-KR-L,KURTA,L,Grey,2.0
2408,J0321-KR-M,KURTA,M,Grey,2.0
2409,J0321-KR-S,KURTA,S,Grey,2.0
2410,J0321-KR-XL,KURTA,XL,Grey,1.0
2411,J0321-KR-XXL,KURTA,XXL,Grey,2.0
2412,J0321-KR-XXXL,KURTA,XXXL,Grey,1.0
2413,J0322-KR-L,KURTA,L,Black,2.0
2414,J0322-KR-M,KURTA,M,Black,2.0
2415,J0322-KR-S,KURTA,S,Black,2.0
2416,J0322-KR-XL,KURTA,XL,Black,0.0
2417,J0322-KR-XXL,KURTA,XXL,Black,4.0
2418,J0323-CD-L,CARDIGAN,L,Cream,2.0
2419,J0323-CD-M,CARDIGAN,M,Cream,5.0
2420,J0323-CD-S,CARDIGAN,S,Cream,4.0
2421,J0323-CD-XL,CARDIGAN,XL,Cream,3.0
2422,J0323-CD-XXL,CARDIGAN,XXL,Cream,2.0
2423,J0324-CD-L,CARDIGAN,L,Blue,4.0
2424,J0324-CD-M,CARDIGAN,M,Blue,2.0
2425,J0324-CD-S,CARDIGAN,S,Blue,3.0
2426,J0324-CD-XL,CARDIGAN,XL,Blue,2.0
2427,J0324-CD-XXL,CARDIGAN,XXL,Blue,2.0
2428,J0324-CD-XXXL,CARDIGAN,XXXL,Blue,1.0
2429,J0328-KR-L,KURTA,L,White,0.0
2430,J0328-KR-M,KURTA,M,White,0.0
2431,J0328-KR-S,KURTA,S,White,0.0
2432,J0328-KR-XL,KURTA,XL,White,0.0
2433,J0328-KR-XS,KURTA,XS,White,1.0
2434,J0328-KR-XXL,KURTA,XXL,White,0.0
2435,J0328-KR-XXXL,KURTA,XXXL,White,0.0
2436,J0329-KR-L,KURTA,L,Yellow,0.0
2437,J0329-KR-M,KURTA,M,Yellow,0.0
2438,J0329-KR-S,KURTA,S,Yellow,2.0
2439,J0329-KR-XL,KURTA,XL,Yellow,26.0
2440,J0329-KR-XS,KURTA,XS,Yellow,24.0
2441,J0329-KR-XXL,KURTA,XXL,Yellow,6.0
2442,J0329-KR-XXXL,KURTA,XXXL,Yellow,7.0
2443,J0330-KR-L,KURTA,L,Blue,6.0
2444,J0330-KR-M,KURTA,M,Blue,8.0
2445,J0330-KR-S,KURTA,S,Blue,6.0
2446,J0330-KR-XL,KURTA,XL,Blue,3.0
2447,J0330-KR-XS,KURTA,XS,Blue,5.0
2448,J0330-KR-XXL,KURTA,XXL,Blue,24.0
2449,J0330-KR-XXXL,KURTA,XXXL,Blue,23.0
2450,J0331-KR-L,KURTA,L,Purple,57.0
2451,J0331-KR-M,KURTA,M,Purple,64.0
2452,J0331-KR-S,KURTA,S,Purple,50.0
2453,J0331-KR-XL,KURTA,XL,Purple,51.0
2454,J0331-KR-XS,KURTA,XS,Purple,52.0
2455,J0331-KR-XXL,KURTA,XXL,Purple,60.0
2456,J0331-KR-XXXL,KURTA,XXXL,Purple,27.0
2457,J0332-DR-L,DRESS,L,Pink,0.0
2458,J0332-DR-M,DRESS,M,Pink,3.0
2459,J0332-DR-S,DRESS,S,Pink,2.0
2460,J0332-DR-XL,DRESS,XL,Pink,3.0
2461,J0332-DR-XS,DRESS,XS,Pink,1.0
2462,J0332-DR-XXL,DRESS,XXL,Pink,4.0
2463,J0332-DR-XXXL,DRESS,XXXL,Pink,2.0
2464,J0333-DR-L,DRESS,L,Blue,28.0
2465,J0333-DR-M,DRESS,M,Blue,29.0
2466,J0333-DR-S,DRESS,S,Blue,5.0
2467,J0333-DR-XL,DRESS,XL,Blue,78.0
2468,J0333-DR-XS,DRESS,XS,Blue,42.0
2469,J0333-DR-XXL,DRESS,XXL,Blue,65.0
2470,J0333-DR-XXXL,DRESS,XXXL,Blue,36.0
2471,J0334-TP-L,TOP,L,Orange,22.0
2472,J0334-TP-M,TOP,M,Orange,22.0
2473,J0334-TP-S,TOP,S,Orange,5.0
2474,J0334-TP-XL,TOP,XL,Orange,2.0
2475,J0334-TP-XS,TOP,XS,Orange,44.0
2476,J0334-TP-XXL,TOP,XXL,Orange,15.0
2477,J0334-TP-XXXL,TOP,XXXL,Orange,42.0
2478,J0335-DR-L,DRESS,L,Orange,11.0
2479,J0335-DR-M,DRESS,M,Orange,13.0
2480,J0335-DR-S,DRESS,S,Orange,28.0
2481,J0335-DR-XL,DRESS,XL,Orange,13.0
2482,J0335-DR-XS,DRESS,XS,Orange,122.0
2483,J0335-DR-XXL,DRESS,XXL,Orange,3.0
2484,J0335-DR-XXXL,DRESS,XXXL,Orange,6.0
2485,J0336-TP-L,TOP,L,Blue,26.0
2486,J0336-TP-M,TOP,M,Blue,41.0
2487,J0336-TP-S,TOP,S,Blue,54.0
2488,J0336-TP-XL,TOP,XL,Blue,50.0
2489,J0336-TP-XS,TOP,XS,Blue,27.0
2490,J0336-TP-XXL,TOP,XXL,Blue,63.0
2491,J0336-TP-XXXL,TOP,XXXL,Blue,48.0
2492,J0337-TP-L,TOP,L,Mustard,60.0
2493,J0337-TP-M,TOP,M,Mustard,69.0
2494,J0337-TP-S,TOP,S,Mustard,58.0
2495,J0337-TP-XL,TOP,XL,Mustard,75.0
2496,J0337-TP-XS,TOP,XS,Mustard,21.0
2497,J0337-TP-XXL,TOP,XXL,Mustard,46.0
2498,J0337-TP-XXXL,TOP,XXXL,Mustard,15.0
2499,J0338-DR-L,DRESS,L,Mustard,145.0
2500,J0338-DR-M,DRESS,M,Mustard,224.0
2501,J0338-DR-S,DRESS,S,Mustard,245.0
2502,J0338-DR-XL,DRESS,XL,Mustard,116.0
2503,J0338-DR-XS,DRESS,XS,Mustard,146.0
2504,J0338-DR-XXL,DRESS,XXL,Mustard,37.0
2505,J0338-DR-XXXL,DRESS,XXXL,Mustard,52.0
2506,J0339-DR-L,DRESS,L,Green,5.0
2507,J0339-DR-M,DRESS,M,Green,12.0
2508,J0339-DR-S,DRESS,S,Green,100.0
2509,J0339-DR-XL,DRESS,XL,Green,17.0
2510,J0339-DR-XS,DRESS,XS,Green,46.0
2511,J0339-DR-XXL,DRESS,XXL,Green,20.0
2512,J0339-DR-XXXL,DRESS,XXXL,Green,10.0
2513,J0340-TP-L,TOP,L,Green,86.0
2514,J0340-TP-M,TOP,M,Green,40.0
2515,J0340-TP-S,TOP,S,Green,12.0
2516,J0340-TP-XL,TOP,XL,Green,21.0
2517,J0340-TP-XS,TOP,XS,Green,49.0
2518,J0340-TP-XXL,TOP,XXL,Green,24.0
2519,J0340-TP-XXXL,TOP,XXXL,Green,18.0
2520,J0341-DR-L,DRESS,L,Blue,193.0
2521,J0341-DR-M,DRESS,M,Blue,198.0
2522,J0341-DR-S,DRESS,S,Blue,441.0
2523,J0341-DR-XL,DRESS,XL,Blue,31.0
2524,J0341-DR-XS,DRESS,XS,Blue,77.0
2525,J0341-DR-XXL,DRESS,XXL,Blue,166.0
2526,J0341-DR-XXXL,DRESS,XXXL,Blue,329.0
2527,,TOP,FREE,Blue,0.0
2528,J0342-TP-L,TOP,L,Blue,70.0
2529,J0342-TP-M,TOP,M,Blue,182.0
2530,J0342-TP-S,TOP,S,Blue,151.0
2531,J0342-TP-XL,TOP,XL,Blue,92.0
2532,J0342-TP-XS,TOP,XS,Blue,116.0
2533,J0342-TP-XXL,TOP,XXL,Blue,61.0
2534,J0342-TP-XXXL,TOP,XXXL,Blue,49.0
2535,J0343-DR-L,DRESS,L,Navy Blue,83.0
2536,J0343-DR-M,DRESS,M,Navy Blue,153.0
2537,J0343-DR-S,DRESS,S,Navy Blue,108.0
2538,J0343-DR-XL,DRESS,XL,Navy Blue,74.0
2539,J0343-DR-XS,DRESS,XS,Navy Blue,131.0
2540,J0343-DR-XXL,DRESS,XXL,Navy Blue,49.0
2541,J0343-DR-XXXL,DRESS,XXXL,Navy Blue,7.0
2542,J0344-TP-L,TOP,L,Navy Blue,234.0
2543,J0344-TP-M,TOP,M,Navy Blue,154.0
2544,J0344-TP-S,TOP,S,Navy Blue,139.0
2545,J0344-TP-XL,TOP,XL,Navy Blue,145.0
2546,J0344-TP-XS,TOP,XS,Navy Blue,131.0
2547,J0344-TP-XXL,TOP,XXL,Navy Blue,177.0
2548,J0344-TP-XXXL,TOP,XXXL,Navy Blue,157.0
2549,J0345-SET-L,SET,L,Cream,4.0
2550,J0345-SET-M,SET,M,Cream,1.0
2551,J0345-SET-S,SET,S,Cream,2.0
2552,J0345-SET-XL,SET,XL,Cream,8.0
2553,J0345-SET-XS,SET,XS,Cream,0.0
2554,J0345-SET-XXL,SET,XXL,Cream,25.0
2555,J0345-SET-XXXL,SET,XXXL,Cream,32.0
2556,J0346-SET-L,SET,L,Cream,6.0
2557,J0346-SET-M,SET,M,Cream,2.0
2558,J0346-SET-S,SET,S,Cream,2.0
2559,J0346-SET-XL,SET,XL,Cream,5.0
2560,J0346-SET-XS,SET,XS,Cream,3.0
2561,J0346-SET-XXL,SET,XXL,Cream,28.0
2562,J0346-SET-XXXL,SET,XXXL,Cream,29.0
2563,J0347-SET-L,SET,L,Black,1.0
2564,J0347-SET-M,SET,M,Black,1.0
2565,J0347-SET-S,SET,S,Black,2.0
2566,J0347-SET-XL,SET,XL,Black,6.0
2567,J0347-SET-XS,SET,XS,Black,3.0
2568,J0347-SET-XXL,SET,XXL,Black,11.0
2569,J0347-SET-XXXL,SET,XXXL,Black,26.0
2570,J0348-SET-L,SET,L,Mustard,7.0
2571,J0348-SET-M,SET,M,Mustard,4.0
2572,J0348-SET-S,SET,S,Mustard,4.0
2573,J0348-SET-XL,SET,XL,Mustard,28.0
2574,J0348-SET-XS,SET,XS,Mustard,4.0
2575,J0348-SET-XXL,SET,XXL,Mustard,45.0
2576,J0348-SET-XXXL,SET,XXXL,Mustard,34.0
2577,J0349-SET-L,CROP TOP WITH PLAZZO,L,Cream,111.0
2578,J0349-SET-M,CROP TOP WITH PLAZZO,M,Cream,232.0
2579,J0349-SET-S,CROP TOP WITH PLAZZO,S,Cream,95.0
2580,J0349-SET-XL,CROP TOP WITH PLAZZO,XL,Cream,64.0
2581,J0349-SET-XS,CROP TOP WITH PLAZZO,XS,Cream,77.0
2582,J0349-SET-XXL,CROP TOP WITH PLAZZO,XXL,Cream,11.0
2583,J0349-SET-XXXL,CROP TOP WITH PLAZZO,XXXL,Cream,27.0
2584,J0350-SET-L,SET,L,Cream,2.0
2585,J0350-SET-M,SET,M,Cream,2.0
2586,J0350-SET-S,SET,S,Cream,2.0
2587,J0350-SET-XL,SET,XL,Cream,3.0
2588,J0350-SET-XS,SET,XS,Cream,1.0
2589,J0350-SET-XXL,SET,XXL,Cream,15.0
2590,J0350-SET-XXXL,SET,XXXL,Cream,10.0
2591,J0351-SET-L,SET,L,Cream,24.0
2592,J0351-SET-M,SET,M,Cream,99.0
2593,J0351-SET-S,SET,S,Cream,30.0
2594,J0351-SET-XL,SET,XL,Cream,13.0
2595,J0351-SET-XS,SET,XS,Cream,20.0
2596,J0351-SET-XXL,SET,XXL,Cream,23.0
2597,J0351-SET-XXXL,SET,XXXL,Cream,18.0
2598,J0352-KR-L,KURTA,L,Green,22.0
2599,J0352-KR-M,KURTA,M,Green,54.0
2600,J0352-KR-S,KURTA,S,Green,30.0
2601,J0352-KR-XL,KURTA,XL,Green,15.0
2602,J0352-KR-XXL,KURTA,XXL,Green,26.0
2603,J0353-KR-L,KURTA,L,Peach,85.0
2604,J0353-KR-M,KURTA,M,Peach,91.0
2605,J0353-KR-S,KURTA,S,Peach,129.0
2606,J0353-KR-XL,KURTA,XL,Peach,35.0
2607,J0353-KR-XXL,KURTA,XXL,Peach,9.0
2608,J0354-KR-L,KURTA,L,Pink,66.0
2609,J0354-KR-M,KURTA,M,Pink,77.0
2610,J0354-KR-S,KURTA,S,Pink,37.0
2611,J0354-KR-XL,KURTA,XL,Pink,81.0
2612,J0354-KR-XXL,KURTA,XXL,Pink,26.0
2613,J0354-KR-XXXL,KURTA,XXXL,Pink,1.0
2614,J0355-KR-L,KURTA,L,Blue,26.0
2615,J0355-KR-M,KURTA,M,Blue,33.0
2616,J0355-KR-S,KURTA,S,Blue,33.0
2617,J0355-KR-XL,KURTA,XL,Blue,30.0
2618,J0355-KR-XXL,KURTA,XXL,Blue,6.0
2619,J0369-SKD-L,KURTA SET,L,Grey,3.0
2620,J0369-SKD-M,KURTA SET,M,Grey,5.0
2621,J0369-SKD-S,KURTA SET,S,Grey,7.0
2622,J0369-SKD-XL,KURTA SET,XL,Grey,2.0
2623,J0369-SKD-XS,KURTA SET,XS,Grey,37.0
2624,J0369-SKD-XXL,KURTA SET,XXL,Grey,33.0
2625,J0369-SKD-XXXL,KURTA SET,XXXL,Grey,23.0
2626,J0370-SKD-L,KURTA SET,L,Maroon,32.0
2627,J0370-SKD-M,KURTA SET,M,Maroon,45.0
2628,J0370-SKD-S,KURTA SET,S,Maroon,37.0
2629,J0370-SKD-XL,KURTA SET,XL,Maroon,32.0
2630,J0370-SKD-XS,KURTA SET,XS,Maroon,46.0
2631,J0370-SKD-XXL,KURTA SET,XXL,Maroon,55.0
2632,J0370-SKD-XXXL,KURTA SET,XXXL,Maroon,35.0
2633,J0371-SKD-L,KURTA SET,L,Teal,3.0
2634,J0371-SKD-M,KURTA SET,M,Teal,2.0
2635,J0371-SKD-S,KURTA SET,S,Teal,2.0
2636,J0371-SKD-XL,KURTA SET,XL,Teal,3.0
2637,J0371-SKD-XS,KURTA SET,XS,Teal,6.0
2638,J0371-SKD-XXL,KURTA SET,XXL,Teal,11.0
2639,J0371-SKD-XXXL,KURTA SET,XXXL,Teal,20.0
2640,J0372-SKD-L,KURTA SET,L,Mustard,31.0
2641,J0372-SKD-M,KURTA SET,M,Mustard,25.0
2642,J0372-SKD-S,KURTA SET,S,Mustard,39.0
2643,J0372-SKD-XL,KURTA SET,XL,Mustard,32.0
2644,J0372-SKD-XS,KURTA SET,XS,Mustard,26.0
2645,J0372-SKD-XXL,KURTA SET,XXL,Mustard,22.0
2646,J0372-SKD-XXXL,KURTA SET,XXXL,Mustard,26.0
2647,J0373-KR-L,KURTA,L,Orange,5.0
2648,J0373-KR-M,KURTA,M,Orange,4.0
2649,J0373-KR-S,KURTA,S,Orange,24.0
2650,J0373-KR-XL,KURTA,XL,Orange,3.0
2651,J0373-KR-XS,KURTA,XS,Orange,41.0
2652,J0373-KR-XXL,KURTA,XXL,Orange,21.0
2653,J0373-KR-XXXL,KURTA,XXXL,Orange,8.0
2654,J0374-KR-L,KURTA,L,Green,3.0
2655,J0374-KR-M,KURTA,M,Green,2.0
2656,J0374-KR-S,KURTA,S,Green,11.0
2657,J0374-KR-XL,KURTA,XL,Green,5.0
2658,J0374-KR-XS,KURTA,XS,Green,23.0
2659,J0374-KR-XXL,KURTA,XXL,Green,5.0
2660,J0374-KR-XXXL,KURTA,XXXL,Green,7.0
2661,J0375-SKD-L,SET,L,Cream,35.0
2662,J0375-SKD-M,SET,M,Cream,47.0
2663,J0375-SKD-S,SET,S,Cream,34.0
2664,J0375-SKD-XL,SET,XL,Cream,22.0
2665,J0375-SKD-XS,SET,XS,Cream,37.0
2666,J0375-SKD-XXL,SET,XXL,Cream,37.0
2667,J0375-SKD-XXXL,SET,XXXL,Cream,19.0
2668,J0376-SKD-L,KURTA,L,Pink,1.0
2669,J0376-SKD-M,KURTA,M,Pink,0.0
2670,J0376-SKD-S,KURTA,S,Pink,7.0
2671,J0376-SKD-XL,KURTA,XL,Pink,9.0
2672,J0376-SKD-XS,KURTA,XS,Pink,5.0
2673,J0376-SKD-XXL,KURTA,XXL,Pink,3.0
2674,J0376-SKD-XXXL,KURTA,XXXL,Pink,2.0
2675,J0377-SKD-L,SET,L,Beige,7.0
2676,J0377-SKD-M,SET,M,Beige,3.0
2677,J0377-SKD-S,SET,S,Beige,23.0
2678,J0377-SKD-XL,SET,XL,Beige,0.0
2679,J0377-SKD-XS,SET,XS,Beige,25.0
2680,J0377-SKD-XXL,SET,XXL,Beige,1.0
2681,J0377-SKD-XXXL,SET,XXXL,Beige,2.0
2682,J0378-SKD-L,SET,L,Green,1.0
2683,J0378-SKD-M,SET,M,Green,1.0
2684,J0378-SKD-S,SET,S,Green,3.0
2685,J0378-SKD-XL,SET,XL,Green,2.0
2686,J0378-SKD-XS,SET,XS,Green,3.0
2687,J0378-SKD-XXL,SET,XXL,Green,0.0
2688,J0378-SKD-XXXL,SET,XXXL,Green,2.0
2689,J0379-SKD-L,SET,L,Green,3.0
2690,J0379-SKD-M,SET,M,Green,7.0
2691,J0379-SKD-S,SET,S,Green,14.0
2692,J0379-SKD-XL,SET,XL,Green,12.0
2693,J0379-SKD-XS,SET,XS,Green,19.0
2694,J0379-SKD-XXL,SET,XXL,Green,2.0
2695,J0379-SKD-XXXL,SET,XXXL,Green,24.0
2696,J0380-SKD-L,SET,L,Pink,29.0
2697,J0380-SKD-M,SET,M,Pink,16.0
2698,J0380-SKD-S,SET,S,Pink,27.0
2699,J0380-SKD-XL,SET,XL,Pink,12.0
2700,J0380-SKD-XS,SET,XS,Pink,33.0
2701,J0380-SKD-XXL,SET,XXL,Pink,14.0
2702,J0380-SKD-XXXL,SET,XXXL,Pink,19.0
2703,J0381-SKD-L,SET,L,Gold,47.0
2704,J0381-SKD-M,SET,M,Gold,91.0
2705,J0381-SKD-S,SET,S,Gold,32.0
2706,J0381-SKD-XL,SET,XL,Gold,31.0
2707,J0381-SKD-XS,SET,XS,Gold,28.0
2708,J0381-SKD-XXL,SET,XXL,Gold,29.0
2709,J0381-SKD-XXXL,SET,XXXL,Gold,21.0
