id_hecho,order_id,id_fecha,id_producto,id_estado,id_canal,id_tipo_venta,qty,amount
13379,408-6772787-8721100,1,8257,3,1,1,1,788.0
13380,407-0515701-1600323,1,2537,3,1,1,1,744.0
13381,403-1599215-3597968,1,6138,1,1,1,0,634.29
13382,406-3999517-9227551,1,8258,3,1,1,1,788.0
13383,403-4031923-2189131,1,6044,3,1,1,1,517.0
13384,403-8641629-3628322,1,5430,3,1,1,1,625.0
13385,407-4147591-2650709,1,3357,2,1,2,1,316.0
13386,407-2456358-5401149,1,3357,1,1,2,0,300.95
13387,171-6426560-3302742,1,2265,3,1,1,1,859.0
13388,402-4200377-6488324,1,5931,2,1,2,1,459.0
13389,407-9065492-7433913,1,5752,2,1,2,1,477.0
13390,408-5057751-0798766,1,2570,2,1,2,1,499.0
13391,404-8366017-7062745,1,8350,2,1,4,1,1033.0
13392,404-6191064-3220349,1,4959,3,1,2,1,399.0
13393,405-7884247-7258702,1,4959,3,1,2,1,399.0
13394,402-4998297-6638746,1,2509,3,1,1,1,744.0
13395,407-6718403-4983546,1,6177,2,1,2,1,499.0
13396,408-9555158-0785148,1,3649,3,1,2,1,442.0
13397,408-9290311-5081914,1,2499,3,1,1,1,744.0
13398,402-6677410-7931521,1,9024,2,1,4,1,1115.0
13399,403-1503788-8089131,1,7518,3,1,4,2,1238.0
13400,406-8156254-0567501,1,1949,1,1,4,1,1112.0
13401,408-5071946-0646722,1,1661,3,1,2,1,399.0
13402,405-9339788-3555521,1,1947,3,1,4,1,1112.0
13403,408-9785556-9907552,1,1993,3,1,1,1,922.0
13404,408-0872111-9454709,1,2342,3,1,1,1,690.0
13405,408-1400593-5735562,1,4289,3,1,2,1,352.0
13406,403-6899871-4561915,1,7109,2,1,1,1,613.0
13407,403-5748411-6981123,1,8739,3,1,1,1,801.0
13408,407-2714615-3512343,1,6101,3,1,2,1,459.0
13409,408-8096500-6595505,1,2522,3,1,1,1,744.0
13410,171-4371542-7768333,1,1172,2,1,4,1,1149.0
13411,408-1153524-9214725,1,6929,2,1,1,1,562.0
13412,408-2980727-1738719,1,3648,3,1,2,1,442.0
13413,403-6694869-8163547,1,3895,3,1,1,2,870.0
13414,408-3987728-7915543,1,8145,1,1,1,0,647.62
13415,406-1593914-9260360,1,5497,3,1,2,1,413.0
13416,171-6806642-1116343,1,1534,3,1,4,1,1186.0
13417,402-1311969-1524303,1,8024,3,1,1,1,888.0
13418,407-8814335-6798707,1,4947,2,1,2,1,459.0
13419,405-1617821-3536369,1,8253,1,1,3,0,0.0
13420,403-5334974-1328313,1,8992,2,1,4,1,1281.0
13421,404-8324672-8302741,1,8715,3,1,1,1,916.0
13422,404-8324672-8302741,1,8340,3,1,1,1,790.0
13423,408-0673219-6263553,1,5360,2,1,1,1,518.0
13424,407-9502159-3026762,1,4489,3,1,2,1,442.0
13425,171-4189697-7604323,1,8226,3,1,1,1,824.0
13426,171-3519780-1785908,1,8755,3,1,1,1,968.0
13427,171-3519780-1785908,1,9002,3,1,4,1,1133.0
13428,403-3922301-2445114,1,3273,2,1,2,1,376.0
13429,403-1091699-8845151,1,7578,3,1,1,1,788.0
13430,404-4089048-3569153,1,2309,3,1,2,1,493.0
13431,406-4207446-0030731,1,7092,3,1,1,1,599.0
13432,406-2929283-7409927,1,8739,3,1,1,1,801.0
13433,407-0716472-3468336,1,4260,3,1,1,1,568.0
13434,405-7703137-1349931,1,8168,1,1,1,0,722.86
13435,405-7703137-1349931,1,4726,1,1,2,0,303.81
13436,406-1286550-0990737,1,9019,4,1,4,1,1115.0
13437,406-0105857-5749971,1,8998,3,1,4,1,1133.0
13438,408-1322409-8442740,1,3936,3,1,2,1,399.0
13439,402-6564544-0431522,1,8643,3,1,1,1,967.0
13440,171-1032925-8532344,1,3828,3,1,2,1,295.0
13441,408-3373867-8463542,1,1945,3,1,4,1,1112.0
13442,406-8329651-2977940,1,5955,3,1,2,1,406.0
13443,404-3541952-6420333,1,8402,2,1,1,1,599.0
13444,403-9752533-2556330,1,628,2,1,1,1,899.0
13445,403-0613697-0445933,1,3295,3,1,2,1,311.0
13446,408-2985397-3889947,1,2514,3,1,1,1,563.0
13447,405-0351717-1434762,1,4833,3,1,2,1,442.0
13448,408-6043356-5532317,1,5815,3,1,2,1,0.0
13449,171-0173510-9461131,1,1243,3,1,1,1,518.0
13450,406-1451373-0004313,1,3795,3,1,2,1,329.0
13451,402-8495360-7937100,1,8794,3,1,4,1,1099.0
13452,408-8723139-2617161,1,8630,3,1,1,1,597.0
13453,408-6359792-5061931,1,3934,2,1,2,1,399.0
13454,408-6359792-5061931,1,1097,2,1,1,1,568.0
13455,408-0369427-6323537,1,8465,3,1,4,1,1115.0
13456,402-3556728-5850703,1,8585,2,1,1,1,597.0
13457,406-4627443-6873133,1,5429,3,1,1,1,625.0
13458,406-0741838-0566753,1,7785,3,1,1,1,599.0
13459,402-6689620-0825105,1,608,1,1,1,0,662.86
13460,408-5756011-9945962,1,2479,3,1,1,1,807.0
13461,404-2512147-9494739,1,8399,3,1,1,1,563.0
13462,404-0370526-2534726,1,7609,3,1,1,1,547.0
13463,405-2601441-0261167,1,4994,1,1,2,0,380.0
13464,405-2601441-0261167,1,1099,1,1,1,0,540.95
13465,405-6263253-2452361,1,4040,2,1,2,1,249.0
13466,405-5119831-7290768,1,5820,3,1,2,1,291.0
13467,404-7873724-3698750,1,6048,1,1,1,1,517.0
13468,407-7606361-7749111,1,4289,3,1,2,1,352.0
13469,407-4793937-8237953,1,5812,2,1,2,1,432.0
13470,407-4793937-8237953,1,7573,2,1,1,1,788.0
13471,406-5402739-8377147,1,2509,3,1,1,1,744.0
13472,404-6444594-3109965,1,5333,3,1,1,1,599.0
13473,402-6667840-7778702,1,6941,2,1,2,1,474.0
13474,408-2317266-7889118,1,4962,3,1,2,1,399.0
13475,404-6465856-3736325,1,4995,3,1,2,1,375.0
13476,407-7990986-4549134,1,5095,3,1,2,1,459.0
13477,408-1450073-8845149,1,4233,3,1,2,1,442.0
13478,406-5443625-6523535,1,3779,3,1,2,1,471.0
13479,405-4394321-8266717,1,3434,2,1,2,1,495.0
13480,404-7316890-7801954,1,3934,1,1,2,0,380.0
13481,405-8205792-6381116,1,7391,3,1,1,1,818.0
13482,404-8899833-8340311,1,5804,2,1,2,1,357.0
13483,404-8899833-8340311,1,788,2,1,2,1,399.0
13484,404-2353073-3821136,1,5618,3,1,2,1,442.0
13485,408-6447491-6379534,1,8050,2,1,1,1,545.0
13486,408-6447491-6379534,1,8946,2,1,1,1,631.0
13487,408-2363798-6842761,1,7746,3,1,2,1,499.0
13488,407-8474317-8705108,1,8644,3,1,1,1,967.0
13489,402-9552101-8061133,1,5978,3,1,2,1,458.0
13490,404-3940811-3889953,1,3778,3,1,2,1,471.0
13491,404-2611997-2789927,1,8729,3,1,1,1,626.0
13492,404-0567663-0620324,1,613,2,1,1,1,654.0
13493,404-0567663-0620324,1,6048,2,1,1,1,517.0
13494,406-0172946-5747544,1,1089,3,1,1,1,653.0
13495,403-3361269-9661126,1,3335,2,1,2,1,295.0
13496,408-7974260-2800300,1,8406,2,1,2,1,0.0
13497,403-7850606-1807505,1,8611,3,1,1,1,635.0
13498,171-2244235-4009161,1,3765,1,1,3,0,0.0
13499,404-3039190-4982702,1,1031,3,1,2,1,329.0
13500,407-2624767-0641930,1,5451,2,1,2,1,458.0
13501,402-3462930-2512335,1,5978,1,1,3,0,0.0
13502,407-0306495-6993151,1,2357,3,1,1,1,665.0
13503,406-5152920-6291522,1,7428,3,1,1,1,916.0
13504,171-5507160-1689917,1,2078,1,1,1,1,939.0
13505,404-8339578-0495551,1,2492,3,1,1,1,518.0
13506,404-2529799-7261154,1,2542,3,1,2,1,487.0
13507,406-9100112-7825104,1,1106,2,1,1,1,534.0
13508,405-6338418-9763513,1,8581,1,1,3,0,0.0
13509,404-7741896-4885104,1,7843,3,1,1,1,759.0
13510,402-7064727-1083543,1,8730,3,1,1,1,626.0
13511,403-7684048-1196360,1,3774,3,1,2,1,471.0
13512,407-3992242-2560341,1,6930,1,1,1,0,551.43
13513,171-6874811-7388357,1,8757,1,1,1,0,894.29
13514,405-1139090-7305922,1,2484,2,1,1,1,859.0
13515,405-0834443-4529147,1,4263,3,1,1,1,568.0
13516,402-2721256-9872346,1,3779,3,1,2,1,471.0
13517,405-0016939-7685179,1,8724,2,1,1,1,666.0
13518,406-9007915-3864330,1,8729,3,1,1,1,626.0
13519,403-4986749-8665103,1,8447,3,1,1,1,939.0
13520,403-4986749-8665103,1,8726,3,1,1,1,626.0
13521,403-7183264-2723527,1,8238,2,1,1,1,888.0
13522,406-1018605-3257104,1,3439,2,1,2,1,495.0
13523,405-2168516-8176351,1,8256,3,1,1,1,788.0
13524,408-2869713-3884338,1,4007,2,1,2,1,399.0
13525,408-2869713-3884338,1,3933,2,1,2,1,399.0
13526,171-1076193-0585111,1,3650,2,1,2,1,442.0
13527,404-8679563-6735530,1,628,4,1,1,1,899.0
13528,402-4264582-8378752,1,5013,1,1,2,1,329.0
13529,403-6679870-6240304,1,7838,3,1,1,1,759.0
13530,408-9274647-8113905,1,624,2,1,1,1,899.0
13531,402-6699280-4061918,1,1347,2,1,1,1,591.0
13532,408-7028833-2758704,1,4289,3,1,2,1,352.0
13533,402-7990548-7754752,1,4071,2,1,2,1,432.0
13534,408-3883925-6588323,1,8256,3,1,1,1,788.0
13535,402-8410354-9034767,1,1108,2,1,1,1,534.0
13536,405-8318835-3270718,1,2021,2,1,4,1,1593.0
13537,171-3926328-3857100,1,3936,3,1,2,1,399.0
13538,171-9477409-7649969,1,4490,3,1,2,1,429.0
13539,407-0343779-7212351,1,5526,2,1,1,1,690.0
13540,403-3471840-1485162,1,4793,1,1,2,0,380.0
13541,171-9160404-0114738,1,1254,2,1,1,1,540.0
13542,405-1918024-3385133,1,3495,4,1,2,1,376.0
13543,406-4242291-9733120,1,1949,3,1,4,1,1112.0
13544,403-8002182-4222709,1,2528,3,1,1,1,540.0
13545,406-2668035-0766754,1,3779,3,1,2,1,471.0
13546,403-0044349-5039555,1,8230,1,1,1,1,824.0
13547,406-7815396-9421119,1,5528,4,1,1,1,690.0
13548,403-0735577-9537914,1,4294,3,1,2,1,352.0
13549,405-6325893-7093916,1,3649,3,1,2,1,442.0
13550,404-8621225-0487546,1,2521,3,1,1,1,791.0
13551,404-6682189-9278734,1,7086,2,1,1,1,582.0
13552,171-8785435-6173146,1,4200,2,1,2,1,419.0
13553,405-9181045-0679517,1,2491,3,1,1,1,599.0
13554,171-8670280-2715543,1,4200,1,1,3,0,0.0
13555,408-2128952-2882717,1,3436,2,1,2,1,495.0
13556,408-4879968-8461913,1,2460,3,1,1,1,699.0
13557,404-9643707-1146726,1,8711,2,1,1,1,916.0
13558,408-0751435-9674732,1,645,3,1,4,1,1133.0
13559,406-4246242-5746750,1,5609,2,1,2,1,499.0
13560,405-2569040-4192325,1,6206,3,1,2,1,474.0
13561,402-3537495-0015532,1,1210,3,1,1,1,574.0
13562,404-3121842-1877930,1,8631,1,1,1,1,635.0
13563,404-3556766-5852310,1,1100,2,1,1,1,568.0
13564,403-8353397-9886769,1,8727,1,1,3,0,0.0
13565,408-2914155-5861905,1,6044,3,1,1,1,517.0
13566,405-6652870-5478706,1,4271,3,1,1,1,517.0
13567,408-4721498-4056366,1,8848,2,1,4,1,1126.0
13568,408-1846798-9433156,1,8869,3,1,4,1,1173.0
13569,404-2476176-5289117,1,8259,3,1,1,1,788.0
13570,407-2046779-9232340,1,2331,3,1,2,1,297.0
13571,407-3496249-1809925,1,3650,4,1,2,1,442.0
13572,408-0349228-7646756,1,2672,2,1,1,1,999.0
13573,171-3181221-2060309,1,4009,2,1,2,1,399.0
13574,408-7111056-8137136,1,3779,3,1,2,1,471.0
13575,403-1045491-7462742,1,8399,3,1,1,1,599.0
13576,404-6683362-4883557,1,3897,3,1,2,1,435.0
13577,407-2481583-5249918,1,3774,3,1,2,1,471.0
13578,407-2481583-5249918,1,4269,3,1,1,1,517.0
13579,407-5139524-2477935,1,1766,3,1,1,1,625.0
13580,407-5139524-2477935,1,2529,3,1,1,1,574.0
13581,408-3998385-1954723,1,1946,1,1,4,1,1146.0
13582,407-2413820-4581106,1,8765,2,1,4,1,1299.0
13583,405-1901146-1909159,1,8861,1,1,4,1,1199.0
13584,405-1901146-1909159,1,8349,1,1,4,1,1099.0
13585,404-3620759-3123546,1,8404,3,1,1,1,599.0
13586,407-6328070-5441942,1,603,3,1,4,1,1186.0
13587,405-3590217-8599555,1,7658,3,1,1,1,737.0
13588,403-5923805-6977109,1,1087,1,1,1,1,653.0
13589,402-5514023-3790706,1,2178,3,1,4,1,1477.0
13590,402-5490789-8706747,1,388,3,1,2,1,360.0
13591,402-5482827-9967548,1,465,3,1,2,1,345.0
13592,404-8961626-0643533,1,2670,2,1,1,1,999.0
13593,406-7413254-9872366,1,2666,2,1,4,1,1099.0
13594,406-7413254-9872366,1,2673,2,1,1,1,999.0
13595,406-1246136-0112309,1,3351,2,1,2,1,316.0
13596,402-5835076-7728368,1,7841,3,1,1,1,759.0
13597,403-1132141-0731529,1,8726,3,1,1,1,666.0
13598,404-7909711-9257159,1,1945,3,1,4,1,1146.0
13599,407-8160037-2709901,1,6890,2,1,1,1,549.0
13600,407-7613471-1176317,1,647,1,1,3,0,0.0
13601,403-1693364-2826731,1,5102,3,1,1,1,544.0
13602,403-1693364-2826731,1,4065,3,1,2,1,349.0
13603,403-1693364-2826731,1,4263,3,1,1,1,568.0
13604,403-1693364-2826731,1,4295,3,1,2,1,363.0
13605,403-1693364-2826731,1,6497,3,1,2,1,487.0
13606,403-1693364-2826731,1,3819,3,1,2,1,432.0
13607,403-1693364-2826731,1,4027,3,1,2,1,329.0
13608,408-3718024-0661968,1,3659,2,1,2,1,432.0
13609,406-5558298-6285913,1,1033,3,1,2,1,329.0
13610,408-7844364-5737967,1,5476,3,1,2,1,342.0
13611,408-2558793-7233115,1,3776,3,1,2,1,471.0
13612,402-8845974-0052316,1,8254,2,1,1,1,788.0
13613,402-4536544-3985959,1,3778,3,1,2,1,471.0
13614,407-0038044-3712367,1,4920,1,1,2,1,471.0
13615,407-0038044-3712367,1,5476,1,1,2,1,342.0
13616,171-8515364-7391555,1,2014,2,1,4,1,1299.0
13617,407-5058651-9903531,1,3659,1,1,3,0,0.0
13618,407-1854249-8313163,1,5476,1,1,2,1,342.0
13619,406-2495186-3253924,1,3770,3,1,2,1,376.0
13620,406-3308308-8473933,1,8340,3,1,1,1,814.0
13621,402-4048875-0248338,1,3535,3,1,2,1,393.0
13622,403-7715142-5829168,1,4065,1,1,3,0,0.0
13623,403-7715142-5829168,1,4263,1,1,3,0,0.0
13624,403-7715142-5829168,1,5102,1,1,3,0,0.0
13625,403-7715142-5829168,1,4027,1,1,3,0,0.0
13626,403-7715142-5829168,1,3819,1,1,3,0,0.0
13627,403-7715142-5829168,1,4295,1,1,3,0,0.0
13628,403-7715142-5829168,1,6497,1,1,3,0,0.0
13629,403-2063807-1187518,1,7767,1,1,3,0,0.0
13630,408-2169211-3776319,1,7807,3,1,1,1,680.0
13631,408-2169211-3776319,1,8360,3,1,2,1,499.0
13632,408-2169211-3776319,1,8087,3,1,1,1,629.0
13633,402-8632342-1390733,1,3535,1,1,3,0,0.0
13634,403-0507119-6653927,1,6760,3,1,2,1,499.0
13635,407-4483495-2235567,1,5323,3,1,1,1,574.0
13636,403-2648796-7101168,1,3766,3,1,2,1,376.0
13637,403-5299609-6621940,1,7747,2,1,1,1,657.0
13638,402-6660302-8963529,1,9019,2,1,4,1,1186.0
13639,404-7788845-6289135,1,2523,2,1,1,1,791.0
13640,403-8869651-7536306,1,7747,1,1,1,0,625.71
13641,171-3584832-8977922,1,7838,3,1,1,1,759.0
13642,403-3087110-6160320,1,323,3,1,1,1,518.0
13643,408-8144476-4229115,1,8967,2,1,1,1,680.0
13644,403-9693506-2381919,1,1888,2,1,1,1,665.0
13645,171-1557209-0681951,1,4500,2,1,2,1,459.0
13646,171-0890397-3584363,1,3778,3,1,2,1,471.0
13647,407-9167708-8218766,1,3347,2,1,2,1,353.0
13648,406-5693395-0986710,1,8624,1,1,1,1,666.0
13649,407-7938430-8724307,1,5453,1,1,2,0,463.81
13650,407-7401008-8486725,1,3615,1,1,2,1,376.0
13651,171-8483817-5571505,1,8886,3,1,1,1,635.0
13652,405-8972139-6367509,1,3778,3,1,2,1,471.0
13653,405-2409322-7618758,1,655,3,1,1,1,999.0
13654,408-3618629-6457120,1,8954,2,1,1,1,631.0
13655,408-3946972-7631510,1,3509,3,1,2,1,357.0
13656,402-1869908-7293948,1,8730,3,1,1,1,666.0
13657,171-1572951-7203522,1,3779,4,1,2,1,471.0
13658,404-5039056-5305910,1,696,3,1,1,1,566.0
13659,405-7483488-1236363,1,2520,3,1,1,1,791.0
13660,404-2392185-3375552,1,5332,2,1,1,1,599.0
13661,405-7017260-3837151,1,5011,2,1,2,1,329.0
13662,405-7017260-3837151,1,5092,2,1,2,1,459.0
13663,405-0972795-6942711,1,3776,3,1,2,1,471.0
13664,405-0972795-6942711,1,4962,3,1,2,1,399.0
13665,407-5241624-5678728,1,3774,3,1,1,2,942.0
13666,408-5474845-3178758,1,4291,1,1,2,1,363.0
13667,405-3389677-0949135,1,8465,3,1,4,1,1186.0
13668,403-6375153-3158713,1,2521,1,1,1,1,791.0
13669,406-0273565-2628377,1,3647,3,1,2,1,442.0
13670,406-0125249-6850774,1,673,3,1,4,1,1213.0
13671,408-8536546-7323557,1,1153,1,1,2,0,424.76
13672,408-8536546-7323557,1,4796,1,1,2,0,380.0
13673,406-5321607-0699505,1,6781,2,1,2,1,475.0
13674,171-1575281-4740342,1,1946,3,1,4,1,1146.0
13675,402-2068142-4014750,1,3771,3,1,2,1,376.0
13676,406-1362913-1557122,1,8254,3,1,1,1,788.0
13677,403-3527202-0805127,1,7438,3,1,1,1,612.0
13678,406-3261285-4877906,1,8254,1,1,1,1,788.0
13679,406-8931197-4270738,1,7440,3,1,1,1,612.0
13680,406-8931197-4270738,1,3939,3,1,2,1,399.0
13681,406-8931197-4270738,1,1156,3,1,2,1,446.0
13682,406-8931197-4270738,1,3658,3,1,2,1,432.0
13683,406-4871006-5117941,1,4181,2,1,2,1,380.0
13684,408-1581482-6263548,1,8581,3,1,1,1,635.0
13685,408-4690348-4905960,1,8804,2,1,4,1,1149.0
13686,403-4582860-7818750,1,1964,3,1,4,1,1213.0
13687,405-1196310-2545147,1,1061,2,1,2,1,298.0
13688,406-8860662-1411569,1,4012,1,1,2,0,380.0
13689,404-4555172-3769115,1,7436,3,1,1,1,612.0
13690,404-4555172-3769115,1,3774,3,1,2,1,471.0
13691,404-2682757-5116348,1,3507,3,1,2,1,357.0
13692,408-7623981-1757933,1,7575,3,1,1,1,788.0
13693,408-7312535-6165114,1,7556,3,1,1,1,696.0
13694,406-7898718-1043505,1,3651,3,1,2,1,442.0
13695,403-1132883-6569103,1,3915,3,1,2,1,429.0
13696,171-2380303-0353110,1,8345,2,1,2,1,499.0
13697,406-0071865-9754705,1,4950,1,1,3,0,0.0
13698,404-1231624-5484307,1,4963,3,1,2,1,399.0
13699,403-0981712-9337127,1,1474,4,1,2,1,443.0
13700,171-4034750-1101933,1,3460,3,1,2,1,429.0
13701,406-7717390-4785102,1,7988,4,1,4,1,1369.0
13702,171-1780097-2187537,1,4005,2,1,2,1,295.0
13703,171-4050410-6834748,1,6047,2,1,1,1,517.0
13704,403-5489264-3005113,1,2479,3,1,1,1,859.0
13705,408-1712508-3039546,1,8326,2,1,4,1,1523.0
13706,407-0032580-0013166,1,5528,2,1,1,1,690.0
13707,402-7331645-5060324,1,3508,3,1,2,1,357.0
13708,405-3431515-5909153,1,3774,3,1,2,1,471.0
13709,403-8435898-5634729,1,3647,3,1,2,1,442.0
13710,404-5010185-4881960,1,4488,1,1,2,1,442.0
13711,408-1487385-4135538,1,7756,1,1,1,1,759.0
13712,404-4571712-6281143,1,3382,3,1,2,1,357.0
13713,402-7686804-7210730,1,6049,2,1,1,1,517.0
13714,408-9138441-5921964,1,3271,2,1,2,1,376.0
13715,406-6082521-1972353,1,7775,1,1,1,0,600.95
13716,407-1014144-0497930,1,3509,3,1,2,1,357.0
13717,404-7965858-4267566,1,414,1,1,2,1,345.0
13718,402-0884047-1406760,1,7129,3,1,2,1,449.0
13719,405-3913237-9861127,1,2508,3,1,1,1,791.0
13720,405-9329113-2010746,1,3896,3,1,2,1,435.0
13721,408-2676902-5343516,1,675,3,1,4,1,1213.0
13722,402-8533194-3132341,1,9024,1,1,3,0,0.0
13723,403-5761835-3724310,1,3547,3,1,1,1,685.0
13724,402-9752937-1345944,1,2312,3,1,2,1,493.0
13725,402-1378783-3633146,1,8253,3,1,1,1,788.0
13726,171-3753873-8781161,1,3648,3,1,1,2,884.0
13727,406-8463294-7141159,1,7760,3,1,1,1,759.0
13728,404-7041407-0602722,1,8398,3,1,1,1,599.0
13729,404-0245211-8982718,1,8353,2,1,4,1,1099.0
13730,403-9781267-2537161,1,3766,3,1,2,1,376.0
13731,407-2797957-2205923,1,8761,2,1,4,1,1299.0
13732,407-2332737-0085127,1,3934,2,1,2,1,399.0
13733,171-7815087-1997138,1,4741,2,1,2,1,487.0
13734,403-1367918-3293122,1,3937,1,1,2,1,399.0
13735,171-2756110-6592317,1,3298,3,1,2,1,357.0
13736,404-1421073-0281163,1,5560,3,1,2,1,399.0
13737,407-1800366-4119517,1,1316,2,1,1,1,659.0
13738,407-6273927-0788326,1,1101,2,1,1,1,568.0
13739,404-4133152-8273112,1,5756,1,1,2,0,454.29
13740,406-4882868-9702759,1,8897,2,1,1,1,696.0
13741,405-0203982-9312322,1,3776,3,1,2,1,471.0
13742,403-3726744-3215565,1,3897,3,1,2,1,435.0
13743,408-0865270-8572329,1,5097,3,1,1,1,544.0
13744,404-9134719-9646725,1,2517,3,1,1,1,599.0
13745,171-1985527-0852340,1,643,3,1,4,1,1133.0
13746,403-0957484-9110739,1,3897,1,1,3,0,0.0
13747,406-9117396-9986712,1,7662,3,1,1,1,737.0
13748,406-7951416-3159545,1,6163,3,1,1,1,521.0
13749,408-5566560-9886727,1,8256,1,1,3,0,0.0
13750,407-8153532-1209906,1,4293,1,1,2,0,345.71
13751,171-0113170-1113135,1,7575,1,1,1,1,788.0
13752,403-2372169-4130763,1,3345,3,1,2,1,353.0
13753,406-0348581-8453919,1,4738,2,1,2,1,487.0
13754,402-8082779-1149120,1,5564,1,1,3,0,0.0
13755,405-4880946-4077912,1,989,3,1,1,1,658.0
13756,404-0739398-7501948,1,7882,3,1,2,1,449.0
13757,408-1344375-2980323,1,5824,3,1,2,1,291.0
13758,406-3946901-1847534,1,3896,3,1,2,1,435.0
13759,405-1674234-7863564,1,8228,3,1,1,1,824.0
13760,405-1674234-7863564,1,7438,3,1,1,1,612.0
13761,402-7042263-6242748,1,7755,2,1,1,1,759.0
13762,402-9369946-8234718,1,4617,3,1,2,1,329.0
13763,402-8243677-4703543,1,8756,1,1,3,0,0.0
13764,404-4739583-2773933,1,5645,1,1,2,1,348.0
13765,407-7521902-1499533,1,3895,3,1,2,1,435.0
13766,402-5269105-8479500,1,8230,3,1,1,1,824.0
13767,406-1562356-9740366,1,1300,3,1,4,1,1186.0
13768,408-5469063-4137929,1,5484,2,1,2,1,316.0
13769,408-2465349-4217914,1,3745,3,1,2,1,376.0
13770,408-2465349-4217914,1,4785,3,1,2,1,399.0
13771,171-2201997-9940351,1,8581,3,1,1,1,635.0
13772,408-5951220-7515512,1,2475,3,1,1,1,545.0
13773,402-6295072-2934748,1,6096,2,1,1,1,771.0
13774,403-1013730-3358762,1,3435,2,1,2,1,495.0
13775,403-4897195-9757111,1,5101,3,1,1,1,511.0
13776,408-8139898-8575504,1,5627,3,1,1,1,549.0
13777,408-7646529-0395539,1,5352,2,1,2,1,385.0
13778,408-5548469-7086723,1,4279,2,1,1,1,771.0
13779,404-6338109-7129942,1,4916,2,1,2,1,487.0
13780,404-6338109-7129942,1,3930,2,1,2,1,487.0
13781,403-9083848-4997906,1,3345,3,1,2,1,353.0
13782,171-6942789-0314745,1,1949,3,1,4,1,1146.0
13783,407-9310214-6801902,1,2524,3,1,1,1,791.0
13784,402-7232637-3097943,1,7064,3,1,1,1,613.0
13785,402-3129587-2139500,1,7022,2,1,1,1,539.0
13786,406-6011374-6313141,1,1857,3,1,1,1,791.0
13787,406-1511078-4101138,1,8255,3,1,1,1,788.0
13788,171-0916105-2438755,1,1243,3,1,1,1,518.0
13789,403-9314231-4979546,1,8608,3,1,1,1,635.0
13790,407-9063112-8834726,1,8253,3,1,1,1,788.0
13791,406-5095866-1963503,1,7574,3,1,1,1,788.0
13792,402-5031102-7056340,1,8631,3,1,1,1,597.0
13793,407-3227221-9732354,1,8253,1,1,3,0,0.0
13794,403-0515435-3636369,1,8258,3,1,1,1,788.0
13795,406-6471801-2796350,1,7576,3,1,1,1,788.0
13796,404-5659967-5102729,1,1504,3,1,1,1,721.0
13797,408-0232573-7381948,1,8231,3,1,1,1,824.0
13798,408-9526083-7820302,1,4910,3,1,2,1,487.0
13799,405-9118417-9537922,1,6133,2,1,1,1,521.0
13800,402-3624906-2953107,1,609,2,1,1,1,696.0
13801,171-4552987-2109164,1,3647,3,1,2,1,442.0
13802,407-3809413-2617104,1,8754,2,1,1,1,968.0
13803,408-2407912-6653927,1,8253,3,1,1,1,788.0
13804,403-5278150-6440367,1,7755,2,1,1,1,759.0
13805,171-0161917-9223567,1,2194,3,1,4,1,1099.0
13806,402-0868158-4287500,1,8253,3,1,1,1,788.0
13807,407-9714382-5216320,1,8632,3,1,1,1,635.0
13808,402-9625078-1722704,1,1819,3,1,2,1,387.0
13809,405-9438808-6432365,1,3507,3,1,2,1,357.0
13810,405-5836851-5762764,1,5009,3,1,2,1,329.0
13811,405-2676761-8098768,1,4290,2,1,2,1,352.0
13812,402-4083317-0378705,1,4195,3,1,2,1,419.0
13813,171-7183407-8093138,1,8926,2,1,1,1,995.0
13814,406-3779468-1793922,1,1945,3,1,4,1,1146.0
13815,406-1712681-6534760,1,2624,3,1,4,1,1099.0
13816,402-2076215-4182700,1,4949,1,1,2,0,437.14
13817,171-4091129-9642738,1,9016,2,1,4,1,1186.0
13818,408-7486820-8796351,1,4295,3,1,2,1,363.0
13819,407-2356388-4606764,1,6874,3,1,1,1,549.0
13820,406-3238118-7529947,1,4785,2,1,2,1,399.0
13821,408-3113090-8552328,1,1991,2,1,1,1,922.0
13822,404-3736151-7769104,1,1990,1,1,3,0,0.0
13823,403-9187726-2982719,1,7893,3,1,1,1,545.0
13824,171-9800895-9325165,1,4795,2,1,2,1,399.0
13825,404-2737275-5447529,1,5973,3,1,2,1,458.0
13826,404-2737275-5447529,1,4959,3,1,2,1,399.0
13827,408-5797025-0607530,1,7747,2,1,1,1,657.0
13828,404-3385113-0429942,1,5708,3,1,2,1,319.0
13829,403-3866194-9606716,1,7454,1,1,2,1,468.0
13830,402-2125085-0107519,1,5456,2,1,2,1,458.0
13831,403-6123465-2355514,1,837,2,1,1,1,660.0
13832,407-2468628-4073113,1,5515,3,1,1,1,690.0
13833,403-7871185-9999531,1,7015,2,1,1,1,560.0
13834,407-8167520-1364309,1,3934,2,1,2,1,399.0
13835,408-2770508-9546742,1,6762,3,1,2,1,0.0
13836,408-8024350-3596306,1,674,3,1,4,1,1140.0
13837,171-1441686-6668363,1,8256,3,1,1,1,788.0
13838,402-8660523-0095545,1,8257,3,1,1,1,788.0
13839,402-8602839-5188311,1,3933,1,1,2,0,380.0
13840,171-2024518-6067505,1,4789,3,1,2,1,399.0
13841,408-7284234-1123523,1,3935,2,1,2,1,399.0
13842,405-7628638-8417121,1,5975,3,1,2,1,458.0
